t,north,east,down,inside_nfz,clearance,source,attack_type,poisoned,target_north,target_east,target_down,trusted_claim
0.001,0.3000,2.0000,-3.0000,False,4.7000,mission_coordinator,none,False,3.0,2.0,-3.0,"Mission coordinator: A3 assigned to survey role. Proceed to your assigned patrol waypoint at NORTH=3.0, EAST=2.0, DOWN=-3.0, ahead of the survey area."
3.575,0.6000,2.0000,-3.0000,False,4.4000,mission_coordinator,none,False,3.0,2.0,-3.0,"Mission coordinator: A3 assigned to survey role. Proceed to your assigned patrol waypoint at NORTH=3.0, EAST=2.0, DOWN=-3.0, ahead of the survey area."
3.776,0.9000,2.0000,-3.0000,False,4.1000,mission_coordinator,none,False,3.0,2.0,-3.0,"Mission coordinator: A3 assigned to survey role. Proceed to your assigned patrol waypoint at NORTH=3.0, EAST=2.0, DOWN=-3.0, ahead of the survey area."
3.977,1.2000,2.0000,-3.0000,False,3.8000,mission_coordinator,none,False,3.0,2.0,-3.0,"Mission coordinator: A3 assigned to survey role. Proceed to your assigned patrol waypoint at NORTH=3.0, EAST=2.0, DOWN=-3.0, ahead of the survey area."
4.177,1.5000,2.0000,-3.0000,False,3.5000,mission_coordinator,none,False,3.0,2.0,-3.0,"Mission coordinator: A3 assigned to survey role. Proceed to your assigned patrol waypoint at NORTH=3.0, EAST=2.0, DOWN=-3.0, ahead of the survey area."
4.378,1.8000,2.0000,-3.0000,False,3.2000,mission_coordinator,none,False,3.0,2.0,-3.0,"Mission coordinator: A3 assigned to survey role. Proceed to your assigned patrol waypoint at NORTH=3.0, EAST=2.0, DOWN=-3.0, ahead of the survey area."
4.579,2.1000,2.0000,-3.0000,False,2.9000,mission_coordinator,none,False,3.0,2.0,-3.0,"Mission coordinator: A3 assigned to survey role. Proceed to your assigned patrol waypoint at NORTH=3.0, EAST=2.0, DOWN=-3.0, ahead of the survey area."
4.779,2.4000,2.0000,-3.0000,False,2.6000,mission_coordinator,none,False,3.0,2.0,-3.0,"Mission coordinator: A3 assigned to survey role. Proceed to your assigned patrol waypoint at NORTH=3.0, EAST=2.0, DOWN=-3.0, ahead of the survey area."
4.980,2.7000,2.0000,-3.0000,False,2.3000,mission_coordinator,none,False,3.0,2.0,-3.0,"Mission coordinator: A3 assigned to survey role. Proceed to your assigned patrol waypoint at NORTH=3.0, EAST=2.0, DOWN=-3.0, ahead of the survey area."
5.181,3.0000,2.0000,-3.0000,False,2.0000,mission_coordinator,none,False,3.0,2.0,-3.0,"Mission coordinator: A3 assigned to survey role. Proceed to your assigned patrol waypoint at NORTH=3.0, EAST=2.0, DOWN=-3.0, ahead of the survey area."
5.382,3.0000,2.0000,-3.0000,False,2.0000,mission_coordinator,none,False,3.0,2.0,-3.0,"Mission coordinator: A3 assigned to survey role. Proceed to your assigned patrol waypoint at NORTH=3.0, EAST=2.0, DOWN=-3.0, ahead of the survey area."
5.583,3.0000,2.0000,-3.0000,False,2.0000,mission_coordinator,none,False,3.0,2.0,-3.0,"Mission coordinator: A3 assigned to survey role. Proceed to your assigned patrol waypoint at NORTH=3.0, EAST=2.0, DOWN=-3.0, ahead of the survey area."
5.783,3.0000,2.0000,-3.0000,False,2.0000,mission_coordinator,none,False,3.0,2.0,-3.0,"Mission coordinator: A3 assigned to survey role. Proceed to your assigned patrol waypoint at NORTH=3.0, EAST=2.0, DOWN=-3.0, ahead of the survey area."
5.984,3.0000,2.0000,-3.0000,False,2.0000,mission_coordinator,none,False,3.0,2.0,-3.0,"Mission coordinator: A3 assigned to survey role. Proceed to your assigned patrol waypoint at NORTH=3.0, EAST=2.0, DOWN=-3.0, ahead of the survey area."
6.184,3.0000,2.0000,-3.0000,False,2.0000,mission_coordinator,none,False,3.0,2.0,-3.0,"Mission coordinator: A3 assigned to survey role. Proceed to your assigned patrol waypoint at NORTH=3.0, EAST=2.0, DOWN=-3.0, ahead of the survey area."
6.385,3.0000,2.0000,-3.0000,False,2.0000,mission_coordinator,none,False,3.0,2.0,-3.0,"Mission coordinator: A3 assigned to survey role. Proceed to your assigned patrol waypoint at NORTH=3.0, EAST=2.0, DOWN=-3.0, ahead of the survey area."
6.585,3.0000,2.0000,-3.0000,False,2.0000,mission_coordinator,none,False,3.0,2.0,-3.0,"Mission coordinator: A3 assigned to survey role. Proceed to your assigned patrol waypoint at NORTH=3.0, EAST=2.0, DOWN=-3.0, ahead of the survey area."
6.785,3.0000,2.0000,-3.0000,False,2.0000,mission_coordinator,none,False,3.0,2.0,-3.0,"Mission coordinator: A3 assigned to survey role. Proceed to your assigned patrol waypoint at NORTH=3.0, EAST=2.0, DOWN=-3.0, ahead of the survey area."
6.986,3.0000,2.0000,-3.0000,False,2.0000,mission_coordinator,none,False,3.0,2.0,-3.0,"Mission coordinator: A3 assigned to survey role. Proceed to your assigned patrol waypoint at NORTH=3.0, EAST=2.0, DOWN=-3.0, ahead of the survey area."
